id_respuesta,fecha,edad,area,satisfaccion,comentario
R08228,2025-01-30,54.0,Soporte,1,
R08229,2025-01-28,33.0,Postventa,9,Excelente
R08230,2025-01-17,22.0,Ventas,1,Poco claro
R08231,2025-01-03,19.0,Atención,8,Todo correcto
R08232,2025-01-16,45.0,Soporte,9,Excelente
R08233,2025-01-14,58.0,Postventa,NS/NC,
R08234,2025-01-30,44.0,Soporte,1,
R08235,2025-01-20,48.0,Atención,10,Todo correcto
R08236,2025-01-29,58.0,Ventas,7,Regular
R08237,2025-01-13,53.0,Soporte,10,Muy bien
R08238,2025-01-15,64.0,Soporte,5,Mal servicio
R08239,2025-01-14,60.0,Soporte,3,No resolvieron
R08240,2025-01-24,18.0,Ventas,9,Excelente
R08241,2025-01-25,46.0,Atención,2,
R08242,2025-01-19,18.0,Soporte,6,
R08243,2025-01-06,25.0,Ventas,4,Demora
R08244,2025-01-10,33.0,Ventas,5,Poco claro
R08245,2025-01-27,45.0,Atención,2,
R08246,2025-01-15,39.0,Soporte,1,
R08247,2025-01-21,35.0,Atención,9,Muy bien
R08248,2025-01-22,39.0,Soporte,3,Regular
R08249,2025-01-20,58.0,Atención,6,Poco claro
R08250,2025-01-26,29.0,Atención,9,Amables
R08251,2025-01-06,36.0,Soporte,1,Demora
R08252,2025-01-23,42.0,Postventa,5,Regular
R08253,2025-01-25,22.0,Postventa,4,
R08254,2025-01-10,51.0,Soporte,3,
R08255,2025-01-07,56.0,Soporte,2,
R08256,2025-01-22,27.0,Atención,3,
R08257,2025-01-17,64.0,Atención,1,
R08258,2025-01-18,24.0,Ventas,1,
R08259,2025-01-17,54.0,Ventas,8,Todo correcto
R08260,2025-01-09,64.0,Ventas,5,Mal servicio
R08261,2025-01-10,,Postventa,2,
R08262,2025-01-10,59.0,Postventa,3,Mal servicio
R08263,2025-01-25,41.0,Atención,2,Poco claro
R08264,2025-01-07,43.0,Postventa,10,Muy bien
R08265,2025-01-16,43.0,Soporte,2,No resolvieron
R08266,2025-01-29,63.0,Ventas,4,Demora
R08267,2025-01-18,43.0,Soporte,4,
R08268,2025-01-06,27.0,Soporte,NS/NC,
R08269,2025-01-27,34.0,Atención,NS/NC,
R08270,2025-01-20,31.0,Atención,9,Amables
R08271,2025-01-01,19.0,Ventas,7,No resolvieron
R08272,2025-01-01,,Postventa,4,Demora
R08273,2025-01-12,30.0,Atención,7,Regular
R08274,2025-01-21,44.0,Atención,10,Muy bien
R08275,2025-01-28,26.0,Atención,1,Regular
R08276,2025-01-02,24.0,Atención,7,Regular
R08277,2025-01-04,65.0,Atención,6,No resolvieron
R08278,2025-01-17,27.0,Atención,9,Excelente
R08279,2025-01-04,26.0,Atención,8,Todo correcto
R08280,2025-01-11,,Postventa,2,No resolvieron
R08281,2025-01-22,40.0,Ventas,3,
R08282,2025-01-26,24.0,Atención,3,Regular
R08283,2025-01-04,65.0,Postventa,6,Mal servicio
R08284,2025-01-01,26.0,Atención,2,Poco claro
R08285,2025-01-07,,Ventas,2,Poco claro
R08286,2025-01-30,41.0,Soporte,4,Demora
R08287,2025-01-18,46.0,Atención,1,Mal servicio
R08288,2025-01-09,34.0,Atención,1,Poco claro
R08289,2025-01-29,37.0,Postventa,1,Mal servicio
R08290,2025-01-03,24.0,Atención,5,No resolvieron
R08291,2025-01-08,60.0,Atención,9,Amables
R08292,2025-01-29,57.0,Postventa,4,Regular
R08293,2025-01-24,24.0,Atención,8,Amables
R08294,2025-01-19,45.0,Soporte,7,
R08295,2025-01-04,36.0,Postventa,NS/NC,
R08296,2025-01-18,37.0,Postventa,9,Todo correcto
R08297,2025-01-20,61.0,Postventa,10,Muy bien
R08298,2025-01-27,56.0,Soporte,1,
R08299,2025-01-11,57.0,Atención,7,
R08300,2025-01-27,24.0,Ventas,9,Todo correcto
R08301,2025-01-14,23.0,Ventas,10,Rápido
R08302,2025-01-25,42.0,Soporte,2,No resolvieron
R08303,2025-01-18,58.0,Ventas,4,
R08304,2025-01-28,30.0,Postventa,5,
R08305,2025-01-28,56.0,Ventas,5,
R08306,2025-01-29,57.0,Atención,7,
R08307,2025-01-16,39.0,Atención,10,Excelente
R08308,2025-01-03,34.0,Soporte,8,Excelente
R08309,2025-01-15,65.0,Atención,9,Excelente
R08310,2025-01-27,39.0,Atención,5,
R08311,2025-01-27,51.0,Soporte,2,Demora
R08312,2025-01-31,25.0,Ventas,2,
R08313,2025-01-04,62.0,Ventas,5,Regular
R08314,2025-01-05,35.0,Atención,5,Mal servicio
R08315,2025-01-17,41.0,Atención,5,
R08316,2025-01-07,59.0,Atención,6,
R08317,2025-01-16,19.0,Soporte,8,Muy bien
R08318,2025-01-14,19.0,Soporte,5,Mal servicio
R08319,2025-01-26,44.0,Soporte,3,
R08320,2025-01-16,31.0,Atención,9,Amables
R08321,2025-01-07,65.0,Atención,NS/NC,
R08322,2025-01-09,56.0,Ventas,8,Amables
R08323,2025-01-04,29.0,Atención,9,Excelente
R08324,2025-01-30,49.0,Ventas,7,No resolvieron
R08325,2025-01-30,45.0,Atención,3,Demora
R08326,2025-01-22,45.0,Atención,10,Amables
R08327,2025-01-11,63.0,Atención,6,
R08328,2025-01-02,42.0,Ventas,7,
R08329,2025-01-12,21.0,Atención,7,
R08330,2025-01-12,43.0,Postventa,8,Muy bien
R08331,2025-01-30,53.0,Ventas,10,Rápido
R08332,2025-01-04,20.0,Ventas,5,Regular
R08333,2025-01-18,18.0,Soporte,5,Poco claro
R08334,2025-01-26,34.0,Postventa,2,
R08335,2025-01-21,24.0,Soporte,2,Regular
R08336,2025-01-31,65.0,Soporte,4,No resolvieron
R08337,2025-01-07,22.0,Soporte,7,Mal servicio
R08338,2025-01-29,36.0,Atención,8,Amables
R08339,2025-01-01,56.0,Atención,3,
R08340,2025-01-31,,Postventa,1,
R08341,2025-01-26,51.0,Ventas,4,Poco claro
R08342,2025-01-26,52.0,Soporte,6,Demora
R08343,2025-01-23,33.0,Soporte,6,Mal servicio
R08344,2025-01-26,57.0,Ventas,9,Excelente
R08345,2025-01-13,64.0,Soporte,7,Regular
R08346,2025-01-06,56.0,Soporte,9,Todo correcto
R08347,2025-01-06,44.0,Soporte,10,Todo correcto
R08348,2025-01-12,58.0,Atención,NS/NC,
R08349,2025-01-08,55.0,Atención,5,
R08350,2025-01-24,42.0,Postventa,5,Poco claro
R08351,2025-01-22,43.0,Postventa,5,Mal servicio
R08352,2025-01-19,31.0,Soporte,4,
R08353,2025-01-05,31.0,Soporte,6,No resolvieron
R08354,2025-01-18,31.0,Ventas,1,Poco claro
R08355,2025-01-31,42.0,Ventas,2,
R08356,2025-01-30,53.0,Atención,9,Excelente
R08357,2025-01-05,21.0,Soporte,12,Amables
R08358,2025-01-30,64.0,Atención,6,Regular
R08359,2025-01-25,32.0,Postventa,10,Excelente
R08360,2025-01-10,49.0,Ventas,4,
R08361,2025-01-01,35.0,Atención,5,Poco claro
R08362,2025-01-10,,Postventa,9,Rápido
R08363,2025-01-05,18.0,Postventa,2,Regular
R08364,2025-01-12,59.0,Atención,3,Poco claro
R08365,2025-01-22,37.0,Soporte,10,Todo correcto
R08366,2025-01-30,27.0,Ventas,8,Rápido
R08367,2025-01-27,27.0,Ventas,9,Excelente
R08368,2025-01-07,41.0,Ventas,5,No resolvieron
R08369,2025-01-09,51.0,Soporte,3,
R08370,2025-01-22,45.0,Postventa,1,No resolvieron
R08371,2025-01-21,44.0,Soporte,12,Excelente
R08372,2025-01-12,57.0,Atención,4,
R08373,2025-01-23,18.0,Atención,4,No resolvieron
R08374,2025-01-29,50.0,Atención,5,Poco claro
R08375,2025-01-01,21.0,Soporte,9,Muy bien
R08376,2025-01-11,24.0,Atención,2,
R08377,2025-01-30,,Ventas,2,
R08378,2025-01-21,33.0,Ventas,5,
R08379,2025-01-15,22.0,Ventas,2,Demora
R08380,2025-01-02,51.0,Ventas,10,Todo correcto
R08381,2025-01-20,40.0,Atención,5,
R08382,2025-01-07,60.0,Soporte,5,Regular
R08383,2025-01-21,42.0,Atención,7,
R08384,2025-01-12,30.0,Atención,4,
R08385,2025-01-22,41.0,Postventa,2,
R08386,2025-01-18,28.0,Soporte,8,Excelente
R08387,2025-01-03,34.0,Atención,1,No resolvieron
R08388,2025-01-07,54.0,Atención,10,Muy bien
R08389,2025-01-11,30.0,Soporte,1,Demora
R08390,2025-01-18,44.0,Atención,7,Poco claro
R08391,2025-01-12,37.0,Atención,4,
R08392,2025-01-06,50.0,Ventas,NS/NC,
R08393,2025-01-05,59.0,Postventa,1,Demora
R08394,2025-01-26,49.0,Postventa,8,Muy bien
R08395,2025-01-01,25.0,Soporte,8,Amables
R08396,2025-01-12,46.0,Atención,4,Poco claro
R08397,2025-01-27,57.0,Postventa,2,
R08398,2025-01-31,36.0,Ventas,4,
R08399,2025-01-26,23.0,Soporte,7,
R08400,2025-01-11,61.0,Ventas,4,Demora
R08401,2025-01-04,56.0,Soporte,3,
R08402,2025-01-27,65.0,Atención,10,Todo correcto
R08403,2025-01-18,58.0,Postventa,1,
R08404,2025-01-04,38.0,Soporte,9,Excelente
R08405,2025-01-17,39.0,Ventas,5,
R08406,2025-01-02,,Soporte,2,Mal servicio
R08407,2025-01-29,27.0,Atención,6,Demora
R08408,2025-01-24,27.0,Atención,2,Regular
R08409,2025-01-22,46.0,Atención,6,
R08410,2025-01-02,33.0,Atención,9,Rápido
R08411,2025-01-12,18.0,Atención,2,No resolvieron
R08412,2025-01-31,34.0,Soporte,NS/NC,
R08413,2025-01-06,47.0,Postventa,7,
R08414,2025-01-10,43.0,Ventas,8,Muy bien
R08415,2025-01-25,63.0,Atención,2,Demora
R08416,2025-01-23,36.0,Ventas,4,Mal servicio
R08417,2025-01-25,38.0,Soporte,8,Todo correcto
R08418,2025-01-21,34.0,Ventas,4,
R08419,2025-01-23,63.0,Atención,NS/NC,
R08420,2025-01-27,57.0,Soporte,1,Demora
R08421,2025-01-16,38.0,Ventas,10,Todo correcto
R08422,2025-01-31,58.0,Soporte,7,Regular
R08423,2025-01-14,57.0,Atención,3,
R08424,2025-01-07,62.0,Atención,10,Muy bien
R08425,2025-01-28,36.0,Atención,3,Regular
R08426,2025-01-28,24.0,Ventas,7,
R08427,2025-01-19,34.0,Postventa,6,Demora
R08428,2025-01-23,18.0,Ventas,3,
R08429,2025-01-17,54.0,Ventas,2,
R08430,2025-01-09,23.0,Ventas,6,Mal servicio
R08431,2025-01-26,43.0,Atención,10,Rápido
R08432,2025-01-13,19.0,Atención,7,Demora
R08433,2025-01-22,49.0,Soporte,9,Muy bien
R08434,2025-01-05,,Atención,9,Muy bien
R08435,2025-01-23,22.0,Ventas,9,Excelente
R08436,2025-01-05,54.0,Atención,10,Todo correcto
R08437,2025-01-10,48.0,Soporte,1,Regular
R08438,2025-01-21,29.0,Soporte,4,
R08439,2025-01-27,52.0,Soporte,4,
R08440,2025-01-10,47.0,Soporte,NS/NC,
R08441,2025-01-27,65.0,Postventa,8,Todo correcto
R08442,2025-01-07,23.0,Atención,3,
R08443,2025-01-26,32.0,Ventas,1,
R08444,2025-01-15,32.0,Atención,3,Mal servicio
R08445,2025-01-07,33.0,Atención,6,
R08446,2025-01-29,37.0,Atención,7,Mal servicio
R08447,2025-01-27,30.0,Soporte,9,Amables
R08448,2025-01-15,61.0,Soporte,5,Demora
R08449,2025-01-03,59.0,Atención,5,Poco claro
R08450,2025-01-19,63.0,Soporte,3,
R08451,2025-01-10,48.0,Atención,3,No resolvieron
R08452,2025-01-28,51.0,Ventas,9,Muy bien
R08453,2025-01-29,46.0,Soporte,3,
R08454,2025-01-15,20.0,Ventas,3,Demora
R08455,2025-01-03,26.0,Soporte,9,Excelente
R08456,2025-01-06,28.0,Soporte,4,Poco claro
R08457,2025-01-12,28.0,Atención,6,No resolvieron
R08458,2025-01-15,42.0,Atención,1,
R08459,2025-01-06,39.0,Ventas,2,
R08460,2025-01-13,59.0,Soporte,3,No resolvieron
R08461,2025-01-29,63.0,Postventa,2,
R08462,2025-01-19,26.0,Postventa,10,Todo correcto
R08463,2025-01-03,37.0,Ventas,3,Mal servicio
R08464,2025-01-08,38.0,Postventa,5,
R08465,2025-01-08,27.0,Soporte,1,Poco claro
R08466,2025-01-23,39.0,Atención,1,
R08467,2025-01-26,46.0,Atención,7,Regular
R08468,2025-01-20,26.0,Ventas,9,Todo correcto
R08469,2025-01-15,22.0,Atención,9,Amables
R08470,2025-01-04,57.0,Atención,7,Mal servicio
R08471,2025-01-19,28.0,Soporte,2,
R08472,2025-01-21,18.0,Atención,7,
R08473,2025-01-03,59.0,Soporte,9,Todo correcto
R08474,2025-01-13,18.0,Soporte,7,Poco claro
R08475,2025-01-08,56.0,Ventas,2,No resolvieron
R08476,2025-01-23,63.0,Soporte,7,
R08477,2025-01-16,22.0,Soporte,4,
R08478,2025-01-13,39.0,Atención,8,Excelente
R08479,2025-01-03,43.0,Postventa,3,
R08480,2025-01-16,23.0,Atención,5,
R08481,2025-01-09,49.0,Soporte,3,
R08482,2025-01-28,65.0,Soporte,7,Demora
R08483,2025-01-14,28.0,Atención,3,Demora
R08484,2025-01-13,27.0,Atención,10,Rápido
R08485,2025-01-21,,Atención,5,Regular
R08486,2025-01-25,56.0,Atención,1,Demora
R08487,2025-01-07,51.0,Atención,4,Poco claro
R08488,2025-01-15,48.0,Postventa,6,Demora
R08489,2025-01-07,29.0,Soporte,2,
R08490,2025-01-06,61.0,Atención,6,Demora
R08491,2025-01-02,33.0,Soporte,10,Muy bien
R08492,2025-01-09,55.0,Atención,7,Mal servicio
R08493,2025-01-22,20.0,Atención,8,Amables
R08494,2025-01-24,19.0,Ventas,3,
R08495,2025-01-17,22.0,Ventas,10,Rápido
R08496,2025-01-05,28.0,Ventas,3,No resolvieron
R08497,2025-01-12,42.0,Postventa,5,
R08498,2025-01-01,52.0,Postventa,3,
R08499,2025-01-10,52.0,Soporte,9,Rápido
R08500,2025-01-11,39.0,Postventa,7,
R08501,2025-01-16,54.0,Soporte,5,
R08502,2025-01-14,39.0,Atención,5,
R08503,2025-01-08,28.0,Ventas,1,
R08504,2025-01-24,49.0,Atención,9,Excelente
R08505,2025-01-17,52.0,Atención,2,Poco claro
R08506,2025-01-25,48.0,Soporte,7,Regular
R08507,2025-01-18,62.0,Ventas,7,
R08508,2025-01-12,25.0,Atención,2,
R08509,2025-01-25,37.0,Soporte,8,Excelente
R08510,2025-01-17,59.0,Soporte,NS/NC,
R08511,2025-01-28,51.0,Soporte,9,Excelente
R08512,2025-01-26,21.0,Soporte,2,
R08513,2025-01-14,35.0,Soporte,1,
R08514,2025-01-16,21.0,Postventa,NS/NC,
R08515,2025-01-14,37.0,Atención,3,
R08516,2025-01-09,26.0,Ventas,10,Rápido
R08517,2025-01-04,33.0,Atención,2,
R08518,2025-01-25,43.0,Soporte,10,Todo correcto
R08519,2025-01-23,55.0,Ventas,2,Poco claro
R08520,2025-01-11,,Postventa,2,
R08521,2025-01-06,21.0,Atención,8,Todo correcto
R08522,2025-01-15,58.0,Ventas,3,Regular
R08523,2025-01-05,62.0,Atención,1,Mal servicio
R08524,2025-01-11,58.0,Soporte,8,Muy bien
R08525,2025-01-25,55.0,Ventas,2,
R08526,2025-01-18,36.0,Atención,6,No resolvieron
R08527,2025-01-30,31.0,Ventas,8,Excelente
R08528,2025-01-13,38.0,Atención,10,Muy bien
R08529,2025-01-11,32.0,Soporte,9,Todo correcto
R08530,2025-01-14,20.0,Ventas,1,Poco claro
R08531,2025-01-28,54.0,Soporte,9,Amables
R08532,2025-01-18,63.0,Atención,8,Excelente
R08533,2025-01-27,33.0,Atención,6,
R08534,2025-01-28,,Ventas,5,No resolvieron
R08535,2025-01-31,26.0,Postventa,6,
R08536,2025-01-25,64.0,Soporte,2,
R08537,2025-01-28,24.0,Soporte,3,
R08538,2025-01-19,31.0,Ventas,9,Excelente
R08539,2025-01-24,23.0,Soporte,3,No resolvieron
R08540,2025-01-27,38.0,Atención,10,Rápido
R08541,2025-01-15,32.0,Ventas,7,
R08542,2025-01-09,25.0,Atención,NS/NC,
R08543,2025-01-08,51.0,Ventas,9,Amables
R08544,2025-01-20,57.0,Soporte,4,Regular
R08545,2025-01-28,18.0,Soporte,10,Excelente
R08546,2025-01-01,49.0,Soporte,10,Amables
R08547,2025-01-04,22.0,Atención,6,No resolvieron
R08548,2025-01-14,47.0,Soporte,NS/NC,
R08549,2025-01-25,39.0,Ventas,7,Poco claro
R08550,2025-01-02,37.0,Atención,NS/NC,
R08551,2025-01-16,33.0,Soporte,1,Demora
R08552,2025-01-03,24.0,Atención,7,
R08553,2025-01-26,24.0,Soporte,5,Poco claro
R08554,2025-01-08,19.0,Atención,7,
R08555,2025-01-06,64.0,Ventas,1,
R08556,2025-01-16,31.0,Atención,5,No resolvieron
R08557,2025-01-24,48.0,Ventas,NS/NC,
R08558,2025-01-16,,Ventas,1,
R08559,2025-01-07,31.0,Ventas,6,Regular
R08560,2025-01-30,22.0,Ventas,5,Mal servicio
R08561,2025-01-13,28.0,Atención,4,Poco claro
R08562,2025-01-13,57.0,Postventa,1,
R08563,2025-01-05,22.0,Atención,5,Demora
R08564,2025-01-25,46.0,Soporte,7,Poco claro
R08565,2025-01-20,28.0,Atención,1,
R08566,2025-01-22,22.0,Ventas,12,Todo correcto
R08567,2025-01-18,49.0,Ventas,6,Poco claro
R08568,2025-01-15,53.0,Ventas,8,Muy bien
R08569,2025-01-18,,Atención,7,No resolvieron
R08570,2025-01-02,36.0,Atención,7,
R08571,2025-01-10,39.0,Ventas,8,Excelente
R08572,2025-01-23,51.0,Postventa,7,
R08573,2025-01-13,34.0,Atención,4,
R08574,2025-01-18,29.0,Postventa,6,Demora
R08575,2025-01-15,42.0,Soporte,2,
R08576,2025-01-31,34.0,Ventas,8,Rápido
R08577,2025-01-12,27.0,Soporte,3,Poco claro
R08578,2025-01-15,45.0,Ventas,4,Poco claro
R08579,2025-01-13,35.0,Postventa,2,Mal servicio
R08580,2025-01-18,35.0,Atención,9,Rápido
R08581,2025-01-15,62.0,Soporte,2,
R08582,2025-01-25,-32.0,Ventas,6,
R08583,2025-01-23,31.0,Atención,3,
R08584,2025-01-11,33.0,Soporte,6,Regular
R08585,2025-01-19,35.0,Atención,4,
R08586,2025-01-03,33.0,Soporte,8,Muy bien
R08587,2025-01-07,34.0,Atención,3,Poco claro
R08588,2025-01-21,24.0,Soporte,8,Rápido
R08589,2025-01-26,29.0,Soporte,3,Regular
R08590,2025-01-14,51.0,Atención,5,
R08591,2025-01-14,27.0,Ventas,2,No resolvieron
R08592,2025-01-22,22.0,Atención,6,
R08593,2025-01-13,38.0,Ventas,7,Demora
R08594,2025-01-12,20.0,Soporte,8,Rápido
R08595,2025-01-24,36.0,Soporte,4,
R08596,2025-01-09,62.0,Soporte,NS/NC,
R08597,2025-01-01,61.0,Atención,2,
R08598,2025-01-19,52.0,Ventas,8,Excelente
R08599,2025-01-11,23.0,Postventa,6,Mal servicio
R08600,2025-01-23,31.0,Soporte,4,
R08601,2025-01-22,21.0,Soporte,2,
R08602,2025-01-23,62.0,Ventas,4,
R08603,2025-01-24,35.0,Ventas,3,
R08604,2025-01-22,46.0,Ventas,4,
R08605,2025-01-19,52.0,Postventa,4,Mal servicio
R08606,2025-01-18,55.0,Soporte,7,Poco claro
R08607,2025-01-12,33.0,Atención,1,Mal servicio
R08608,2025-01-23,37.0,Atención,9,Amables
R08609,2025-01-28,41.0,Soporte,5,
R08610,2025-01-28,52.0,Ventas,3,
R08611,2025-01-28,61.0,Atención,7,
R08612,2025-01-27,36.0,Atención,7,
R08613,2025-01-01,21.0,Postventa,8,Muy bien
R08614,2025-01-19,50.0,Atención,10,Todo correcto
R08615,2025-01-28,19.0,Soporte,12,Todo correcto
R08616,2025-01-27,30.0,Atención,9,Todo correcto
R08617,2025-01-20,62.0,Soporte,2,
R08618,2025-01-29,47.0,Soporte,6,
R08619,2025-01-30,51.0,Postventa,3,
R08620,2025-01-17,47.0,Ventas,8,Excelente
R08621,2025-01-05,41.0,Atención,8,Todo correcto
R08622,2025-01-26,65.0,Soporte,6,
R08623,2025-01-03,61.0,Ventas,4,
R08624,2025-01-02,50.0,Atención,8,Todo correcto
R08625,2025-01-31,58.0,Soporte,6,
R08626,2025-01-03,27.0,Postventa,9,Rápido
R08627,2025-01-08,35.0,Ventas,7,Poco claro
R08628,2025-01-16,36.0,Soporte,9,Rápido
R08629,2025-01-06,24.0,Soporte,8,Muy bien
R08630,2025-01-13,36.0,Soporte,4,No resolvieron
R08631,2025-01-30,41.0,Soporte,6,No resolvieron
R08632,2025-01-23,32.0,Soporte,7,
R08633,2025-01-28,58.0,Soporte,4,Mal servicio
R08634,2025-01-22,59.0,Atención,4,Regular
R08635,2025-01-22,40.0,Postventa,10,Rápido
R08636,2025-01-16,21.0,Atención,NS/NC,
R08637,2025-01-28,,Soporte,10,Excelente
R08638,2025-01-16,21.0,Postventa,6,Poco claro
R08639,2025-01-03,22.0,Soporte,2,No resolvieron
R08640,2025-01-28,58.0,Atención,4,
R08641,2025-01-13,61.0,Postventa,8,Todo correcto
R08642,2025-01-14,40.0,Ventas,3,Regular
R08643,2025-01-08,57.0,Ventas,8,Muy bien
R08644,2025-01-12,54.0,Soporte,7,
R08645,2025-01-23,28.0,Soporte,7,
R08646,2025-01-23,28.0,Soporte,9,Muy bien
R08647,2025-01-22,30.0,Ventas,4,
R08648,2025-01-21,31.0,Atención,8,Muy bien
R08649,2025-01-26,25.0,Atención,2,
R08650,2025-01-08,42.0,Atención,3,Poco claro
R08651,2025-01-21,35.0,Atención,4,
R08652,2025-01-25,,Postventa,9,Todo correcto
R08653,2025-01-09,61.0,Ventas,1,No resolvieron
R08654,2025-01-01,35.0,Soporte,7,Demora
R08655,2025-01-06,,Ventas,2,Regular
R08656,2025-01-23,24.0,Atención,5,
R08657,2025-01-19,61.0,Postventa,1,Regular
R08658,2025-01-23,31.0,Ventas,6,
R08659,2025-01-11,32.0,Ventas,3,
R08660,2025-01-11,33.0,Atención,6,
R08661,2025-01-23,19.0,Atención,8,Amables
R08662,2025-01-30,47.0,Soporte,8,Excelente
R08663,2025-01-13,47.0,Atención,4,Regular
R08664,2025-01-11,35.0,Ventas,7,Poco claro
R08665,2025-01-18,48.0,Atención,6,
R08666,2025-01-23,61.0,Soporte,2,Demora
R08667,2025-01-15,65.0,Soporte,6,Demora
R08668,2025-01-01,30.0,Soporte,2,
R08669,2025-01-21,37.0,Atención,4,Mal servicio
R08670,2025-01-25,52.0,Ventas,5,
R08671,2025-01-07,40.0,Atención,9,Muy bien
R08672,2025-01-23,59.0,Atención,3,
R08673,2025-01-27,50.0,Ventas,5,
R08674,2025-01-13,55.0,Soporte,2,Regular
R08675,2025-01-12,52.0,Ventas,3,Regular
R08676,2025-01-18,53.0,Ventas,5,
R08677,2025-01-24,37.0,Ventas,7,No resolvieron
R08678,2025-01-19,20.0,Atención,6,No resolvieron
R08679,2025-01-15,25.0,Soporte,2,
R08680,2025-01-08,57.0,Ventas,9,Todo correcto
R08681,2025-01-19,49.0,Ventas,8,Excelente
R08682,2025-01-10,46.0,Soporte,9,Excelente
R08683,2025-01-07,24.0,Soporte,9,Excelente
R08684,2025-01-18,19.0,Ventas,5,
R08685,2025-01-16,38.0,Soporte,7,Regular
R08686,2025-01-20,23.0,Ventas,7,
R08687,2025-01-27,45.0,Atención,10,Amables
R08688,2025-01-06,,Ventas,9,Amables
R08689,2025-01-27,59.0,Soporte,9,Rápido
R08690,2025-01-09,53.0,Soporte,6,
R08691,2025-01-21,49.0,Soporte,3,
R08692,2025-01-13,62.0,Atención,8,Muy bien
R08693,2025-01-25,59.0,Ventas,1,
R08694,2025-01-31,63.0,Atención,NS/NC,
R08695,2025-01-21,,Atención,4,
R08696,2025-01-26,28.0,Atención,10,Todo correcto
R08697,2025-01-08,40.0,Atención,2,Demora
R08698,2025-01-16,28.0,Soporte,5,
R08699,2025-01-13,19.0,Atención,7,Regular
R08700,2025-01-13,20.0,Soporte,1,Regular
R08701,2025-01-17,28.0,Soporte,4,Poco claro
R08702,2025-01-23,52.0,Ventas,3,Demora
R08703,2025-01-20,32.0,Atención,4,Regular
R08704,2025-01-05,60.0,Atención,6,Poco claro
R08705,2025-01-22,28.0,Atención,10,Todo correcto
R08706,2025-01-21,48.0,Ventas,6,
R08707,2025-01-28,45.0,Soporte,1,
R08708,2025-01-17,45.0,Soporte,3,
R08709,2025-01-28,49.0,Soporte,1,No resolvieron
R08710,2025-01-09,42.0,Atención,1,Mal servicio
R08711,2025-01-02,37.0,Atención,1,
R08712,2025-01-25,45.0,Ventas,3,Mal servicio
R08713,2025-01-26,42.0,Atención,2,No resolvieron
R08714,2025-01-18,28.0,Postventa,4,
R08715,2025-01-09,36.0,Postventa,7,
R08716,2025-01-06,45.0,Soporte,2,No resolvieron
R08717,2025-01-11,18.0,Postventa,2,No resolvieron
R08718,2025-01-25,22.0,Atención,7,Regular
R08719,2025-01-29,27.0,Atención,9,Muy bien
R08720,2025-01-06,59.0,Atención,3,
R08721,2025-01-06,63.0,Atención,NS/NC,
R08722,2025-01-13,51.0,Atención,8,Rápido
R08723,2025-01-11,53.0,Soporte,6,
R08724,2025-01-14,19.0,Atención,NS/NC,
R08725,2025-01-02,35.0,Soporte,3,Poco claro
R08726,2025-01-08,30.0,Atención,10,Excelente
R08727,2025-01-03,22.0,Atención,9,Muy bien
R08728,2025-01-23,37.0,Ventas,9,Rápido
R08729,2025-01-21,,Ventas,4,Mal servicio
R08730,2025-01-03,28.0,Ventas,10,Todo correcto
R08731,2025-01-01,47.0,Postventa,6,
R08732,2025-01-24,,Soporte,5,
R08733,2025-01-19,,Ventas,4,Demora
R08734,2025-01-18,55.0,Atención,NS/NC,
R08735,2025-01-17,45.0,Soporte,4,
R08736,2025-01-20,27.0,Soporte,7,
R08737,2025-01-29,39.0,Soporte,3,
R08738,2025-01-24,34.0,Ventas,3,Demora
R08739,2025-01-13,39.0,Ventas,3,No resolvieron
R08740,2025-01-03,60.0,Ventas,9,Todo correcto
R08741,2025-01-30,36.0,Atención,1,Regular
R08742,2025-01-01,34.0,Soporte,5,
R08743,2025-01-04,41.0,Soporte,9,Amables
R08744,2025-01-25,53.0,Soporte,7,Demora
R08745,2025-01-13,49.0,Atención,1,
R08746,2025-01-17,63.0,Postventa,4,
R08747,2025-01-28,53.0,Postventa,6,Regular
R08748,2025-01-30,45.0,Ventas,5,Demora
R08749,2025-01-11,31.0,Atención,2,
R08750,2025-01-02,53.0,Soporte,1,
R08751,2025-01-25,23.0,Soporte,4,
R08752,2025-01-16,26.0,Soporte,10,Excelente
R08753,2025-01-02,38.0,Atención,5,
R08754,2025-01-29,29.0,Soporte,4,
R08755,2025-01-19,47.0,Ventas,3,
R08756,2025-01-23,48.0,Postventa,10,Muy bien
R08757,2025-01-19,57.0,Soporte,8,Excelente
R08758,2025-01-25,21.0,Postventa,6,Poco claro
R08759,2025-01-16,48.0,Postventa,3,Regular
R08760,2025-01-22,44.0,Soporte,6,
R08761,2025-01-19,,Ventas,10,Todo correcto
R08762,2025-01-09,22.0,Atención,8,Excelente
R08763,2025-01-01,23.0,Soporte,7,
R08764,2025-01-10,22.0,Atención,1,Demora
R08765,2025-01-19,44.0,Atención,6,Poco claro
R08766,2025-01-01,25.0,Ventas,1,Poco claro
R08767,2025-01-02,26.0,Ventas,4,
R08768,2025-01-16,32.0,Atención,10,Excelente
R08769,2025-01-12,53.0,Soporte,3,
R08770,2025-01-08,58.0,Soporte,7,
R08771,2025-01-23,24.0,Soporte,2,Poco claro
R08772,2025-01-18,49.0,Atención,4,Mal servicio
R08773,2025-01-02,25.0,Ventas,5,
R08774,2025-01-25,64.0,Atención,2,Mal servicio
